EmpID,PMS,Process Name,Sub Process Name,Date,Target,Achieved
RMCB 1010,Iclaim,SB,Charge Entry,5/4/2026,120,100
RMCB 1010,Iclaim,SB,Charge Entry,5/5/2026,120,120
RMCB 1010,Iclaim,SB,Charge Entry,5/6/2026,120,110
RMCB 1010,Iclaim,SB,Charge Entry,5/7/2026,120,100
RMCB 1010,Iclaim,SB,Charge Entry,5/8/2026,120,110
RMCB 1010,Iclaim,SB,Charge Entry,5/11/2026,120,80
RMCB 1010,Iclaim,SB,Charge Entry,5/12/2026,120,120
RMCB 1010,Iclaim,SB,Charge Entry,5/13/2026,120,80
RMCB 1010,Iclaim,SB,Charge Entry,5/14/2026,120,120
RMCB 1010,Iclaim,SB,Charge Entry,5/15/2026,120,80
RMCB 1010,Iclaim,SB,Charge Entry,5/18/2026,120,100
RMCB 1010,Iclaim,SB,Charge Entry,5/19/2026,120,90
RMCB 1010,Iclaim,SB,Charge Entry,5/20/2026,120,100
RMCB 1010,Iclaim,SB,Charge Entry,5/21/2026,120,50
RMCB 1010,Iclaim,SB,Charge Entry,5/22/2026,120,100
RMCB 1010,Iclaim,SB,Charge Entry,5/25/2026,120,119
RMCB 1010,Iclaim,SB,Charge Entry,5/26/2026,120,85
RMCB 1010,Iclaim,SB,Charge Entry,5/27/2026,120,0
RMCB 1010,Iclaim,SB,Charge Entry,5/28/2026,120,0
RMCB 1010,Iclaim,SB,Charge Entry,5/29/2026,120,65
RMCB 1010,Iclaim,SB,Charge Entry,5/30/2026,120,60
RMCB 1010,Iclaim,SB,Charge Entry,6/1/2026,120,83
RMCB 1010,Iclaim,SB,Charge Entry,6/2/2026,120,30
RMCB 1010,Iclaim,SB,Charge Entry,6/3/2026,120,79
RMCB 1010,Iclaim,SB,Charge Entry,6/4/2026,120,71
RMCB 1010,Iclaim,SB,Charge Entry,6/5/2026,120,46
RMCB 1010,Iclaim,SB,Charge Entry,6/8/2026,120,71
RMCB 1010,Iclaim,SB,Charge Entry,6/9/2026,120,69
RMCB 1010,Iclaim,SB,Charge Entry,6/10/2026,120,78
RMCB 1010,Iclaim,SB,Charge Entry,6/11/2026,120,76
RMCB 1010,Iclaim,SB,Charge Entry,6/12/2026,120,81
RMCB 1010,Iclaim,SB,Copay Batch,6/1/2026,400,112
RMCB 1010,Iclaim,SB,Copay Batch,6/2/2026,400,73
RMCB 1010,Iclaim,SB,Copay Batch,6/3/2026,400,103
RMCB 1010,Iclaim,SB,Copay Batch,6/4/2026,400,45
RMCB 1010,Iclaim,SB,Copay Batch,6/5/2026,400,62
RMCB 1010,Iclaim,SB,Copay Batch,6/8/2026,400,79
RMCB 1010,Iclaim,SB,Copay Batch,6/9/2026,400,111
RMCB 1010,Iclaim,SB,Copay Batch,6/12/2026,400,70
RMCB 1010,Iclaim,SB,HCFA - To print,6/2/2026,160,8
RMCB 1010,Iclaim,SB,HCFA - To print,6/3/2026,160,6
RMCB 1010,Iclaim,SB,HCFA - To print,6/5/2026,160,12
RMCB 1010,Iclaim,SB,HCFA - To print,6/8/2026,160,10
RMCB 1010,Iclaim,SB,Rejections,6/2/2026,100,17
RMCB 1010,Iclaim,SB,Rejections,6/4/2026,100,4
RMCB 1027,Cerner,SB,Charge Audit,5/21/2026,89,89
RMCB 1027,Cerner,SB,Charge Entry,4/1/2026,200,245
RMCB 1027,Cerner,SB,Charge Entry,4/2/2026,125,125
RMCB 1027,Cerner,SB,Charge Entry,4/6/2026,30,30
RMCB 1027,Cerner,SB,Charge Entry,4/7/2026,200,0
RMCB 1027,Cerner,SB,Charge Entry,4/8/2026,50,40
RMCB 1027,Cerner,SB,Charge Entry,4/9/2026,83,83
RMCB 1027,Cerner,SB,Charge Entry,4/10/2026,24,24
RMCB 1027,Cerner,SB,Charge Entry,4/13/2026,185,265
RMCB 1027,Cerner,SB,Charge Entry,4/14/2026,188,232
RMCB 1027,Cerner,SB,Charge Entry,4/15/2026,190,220
RMCB 1027,Cerner,SB,Charge Entry,4/16/2026,185,240
RMCB 1027,Cerner,SB,Charge Entry,4/17/2026,188,245
RMCB 1027,Cerner,SB,Charge Entry,4/20/2026,200,274
RMCB 1027,Cerner,SB,Charge Entry,4/21/2026,200,256
RMCB 1027,Cerner,SB,Charge Entry,4/22/2026,200,243
RMCB 1027,Cerner,SB,Charge Entry,4/24/2026,200,0
RMCB 1027,Cerner,SB,Charge Entry,4/25/2026,200,0
RMCB 1027,Cerner,SB,Charge Entry,4/27/2026,194,274
RMCB 1027,Cerner,SB,Charge Entry,4/28/2026,197,281
RMCB 1027,Cerner,SB,Charge Entry,4/29/2026,200,292
RMCB 1027,Cerner,SB,Charge Entry,4/30/2026,200,294
RMCB 1027,Cerner,SB,Charge Entry,5/1/2026,200,189
RMCB 1027,Cerner,SB,Charge Entry,5/2/2026,100,60
RMCB 1027,Cerner,SB,Charge Entry,5/4/2026,150,126
RMCB 1027,Cerner,SB,Charge Entry,5/5/2026,150,141
RMCB 1027,Cerner,SB,Charge Entry,5/6/2026,200,248
RMCB 1027,Cerner,SB,Charge Entry,5/7/2026,200,204
RMCB 1027,Cerner,SB,Charge Entry,5/8/2026,181,236
RMCB 1027,Cerner,SB,Charge Entry,5/11/2026,100,109
RMCB 1027,Cerner,SB,Charge Entry,5/12/2026,69,69
RMCB 1027,Cerner,SB,Charge Entry,5/13/2026,169,256
RMCB 1027,Cerner,SB,Charge Entry,5/14/2026,200,0
RMCB 1027,Cerner,SB,Charge Entry,5/15/2026,200,227
RMCB 1027,Cerner,SB,Charge Entry,5/18/2026,200,250
RMCB 1027,Cerner,SB,Charge Entry,5/19/2026,200,272
RMCB 1027,Cerner,SB,Charge Entry,5/20/2026,190,275
RMCB 1027,Cerner,SB,Charge Entry,5/21/2026,111,223
RMCB 1027,Cerner,SB,Charge Entry,5/22/2026,179,183
RMCB 1027,Cerner,SB,Charge Entry,5/26/2026,182,266
RMCB 1027,Cerner,SB,Charge Entry,5/27/2026,200,278
RMCB 1027,Cerner,SB,Charge Entry,5/28/2026,200,281
RMCB 1027,Cerner,SB,Charge Entry,5/29/2026,174,174
RMCB 1027,Cerner,SB,Charge Entry,5/30/2026,184,124
RMCB 1027,Cerner,SB,Charge Entry,6/1/2026,180,184
RMCB 1027,Cerner,SB,Charge Entry,6/2/2026,200,280
RMCB 1027,Cerner,SB,Charge Entry,6/3/2026,200,245
RMCB 1027,Cerner,SB,Charge Entry,6/4/2026,200,223
RMCB 1027,Cerner,SB,Charge Entry,6/5/2026,200,230
RMCB 1027,Cerner,SB,Charge Entry,6/8/2026,200,0
RMCB 1027,Cerner,SB,Charge Entry,6/9/2026,200,276
RMCB 1027,Cerner,SB,Charge Entry,6/10/2026,200,248
RMCB 1027,Cerner,SB,Charge Entry,6/11/2026,200,0
RMCB 1027,Cerner,SB,Charge Entry,6/12/2026,200,273
RMCB 1027,Cerner,SB,Eligibility,4/2/2026,50,46
RMCB 1027,Cerner,SB,Eligibility,4/3/2026,200,206
RMCB 1027,Cerner,SB,Eligibility,4/6/2026,158,158
RMCB 1027,Cerner,SB,Eligibility,4/8/2026,150,151
RMCB 1027,Cerner,SB,Eligibility,4/9/2026,57,57
RMCB 1027,Cerner,SB,Eligibility,4/10/2026,133,133
RMCB 1027,Cerner,SB,Eligibility,4/13/2026,15,15
RMCB 1027,Cerner,SB,Eligibility,4/16/2026,15,15
RMCB 1027,Cerner,SB,Eligibility,4/17/2026,6,6
RMCB 1027,Cerner,SB,Eligibility,4/27/2026,6,6
RMCB 1027,Cerner,SB,Eligibility,4/28/2026,3,3
RMCB 1027,Cerner,SB,Eligibility,5/2/2026,12,12
RMCB 1027,Cerner,SB,Eligibility,5/6/2026,23,23
RMCB 1027,Cerner,SB,Eligibility,5/7/2026,23,23
RMCB 1027,Cerner,SB,Eligibility,5/8/2026,19,19
RMCB 1027,Cerner,SB,Eligibility,5/11/2026,100,110
RMCB 1027,Cerner,SB,Eligibility,5/12/2026,117,117
RMCB 1027,Cerner,SB,Eligibility,5/13/2026,31,31
RMCB 1027,Cerner,SB,Eligibility,5/20/2026,10,10
RMCB 1027,Cerner,SB,Eligibility,5/22/2026,21,21
RMCB 1027,Cerner,SB,Eligibility,5/26/2026,18,18
RMCB 1027,Cerner,SB,Eligibility,5/29/2026,26,26
RMCB 1027,Cerner,SB,Eligibility,5/30/2026,16,16
RMCB 1027,Cerner,SB,Eligibility,6/1/2026,20,16
RMCB 1027,Cerner,SB,Rejection,4/9/2026,11,11
RMCB 1027,Cerner,SB,Rejection,4/10/2026,8,8
RMCB 1027,Cerner,SB,Rejection,4/14/2026,12,12
RMCB 1027,Cerner,SB,Rejection,4/15/2026,10,10
RMCB 1027,Cerner,SB,Rejection,4/17/2026,6,6
RMCB 1027,Cerner,SB,Rejection,5/12/2026,5,5
RMCB 1048,Cerner,SB,Appointments Error,4/1/2026,14,14
RMCB 1048,Cerner,SB,Appointments Error,4/2/2026,117,117
RMCB 1048,Cerner,SB,Appointments Error,4/6/2026,70,70
RMCB 1048,Cerner,SB,Appointments Error,4/6/2026,3,3
RMCB 1048,Cerner,SB,Appointments Error,4/14/2026,17,17
RMCB 1048,Cerner,SB,Appointments Error,4/14/2026,34,34
RMCB 1048,Cerner,SB,Appointments Error,4/16/2026,10,10
RMCB 1048,Cerner,SB,Appointments Error,4/16/2026,6,6
RMCB 1048,Cerner,SB,Appointments Error,4/20/2026,43,43
RMCB 1048,Cerner,SB,Appointments Error,4/20/2026,14,14
RMCB 1048,Cerner,SB,Appointments Error,4/21/2026,40,40
RMCB 1048,Cerner,SB,Appointments Error,4/24/2026,5,5
RMCB 1048,Cerner,SB,Appointments Error,4/24/2026,8,8
RMCB 1048,Cerner,SB,Appointments Error,4/25/2026,24,24
RMCB 1048,Cerner,SB,Appointments Error,4/25/2026,6,6
RMCB 1048,Cerner,SB,Appointments Error,4/27/2026,166,166
RMCB 1048,Cerner,SB,Appointments Error,4/27/2026,2,2
RMCB 1048,Cerner,SB,Appointments Error,4/29/2026,105,105
RMCB 1048,Cerner,SB,Appointments Error,4/29/2026,15,15
RMCB 1048,Cerner,SB,Appointments Error,5/1/2026,39,39
RMCB 1048,Cerner,SB,Appointments Error,5/1/2026,5,5
RMCB 1048,Cerner,SB,Appointments Error,5/2/2026,3,3
RMCB 1048,Cerner,SB,Appointments Error,5/2/2026,39,39
RMCB 1048,Cerner,SB,Appointments Error,5/5/2026,10,10
RMCB 1048,Cerner,SB,Appointments Error,5/5/2026,1,1
RMCB 1048,Cerner,SB,Appointments Error,5/12/2026,12,12
RMCB 1048,Cerner,SB,Appointments Error,5/12/2026,16,16
RMCB 1048,Cerner,SB,Appointments Error,5/13/2026,4,4
RMCB 1048,Cerner,SB,Appointments Error,5/13/2026,32,32
RMCB 1048,Cerner,SB,Appointments Error,5/15/2026,22,22
RMCB 1048,Cerner,SB,Appointments Error,5/15/2026,4,4
RMCB 1048,Cerner,SB,Appointments Error,5/18/2026,8,8
RMCB 1048,Cerner,SB,Appointments Error,5/18/2026,11,11
RMCB 1048,Cerner,SB,Appointments Error,5/19/2026,5,5
RMCB 1048,Cerner,SB,Appointments Error,5/21/2026,2,2
RMCB 1048,Cerner,SB,Appointments Error,5/22/2026,3,3
RMCB 1048,Cerner,SB,Appointments Error,5/26/2026,20,20
RMCB 1048,Cerner,SB,Appointments Error,5/27/2026,2,2
RMCB 1048,Cerner,SB,Appointments Error,5/28/2026,2,2
RMCB 1048,Cerner,SB,Appointments Error,6/2/2026,19,19
RMCB 1048,Cerner,SB,Appointments Error,6/3/2026,2,2
RMCB 1048,Cerner,SB,Appointments Error,6/4/2026,1,1
RMCB 1048,Cerner,SB,Appointments Error,6/5/2026,3,3
RMCB 1048,Cerner,SB,Appointments Error,6/8/2026,14,14
RMCB 1048,Cerner,SB,Appointments Error,6/10/2026,4,4
RMCB 1048,Cerner,SB,Appointments Error,6/12/2026,6,6
RMCB 1048,Cerner,SB,Charge Entry,6/8/2026,24,24
RMCB 1048,Cerner,SB,Charge Entry,6/10/2026,55,55
RMCB 1048,Cerner,SB,Charge Entry,6/11/2026,54,54
RMCB 1048,Cerner,SB,Charge Entry,6/12/2026,85,85
RMCB 1048,Cerner,SB,Eligibility,4/13/2026,7,7
RMCB 1048,Cerner,SB,Eligibility,4/20/2026,2,2
RMCB 1048,Cerner,SB,Eligibility,4/24/2026,7,7
RMCB 1048,Cerner,SB,Eligibility,5/1/2026,6,6
RMCB 1048,Cerner,SB,Eligibility,5/5/2026,7,7
RMCB 1048,Cerner,SB,Eligibility,5/11/2026,6,6
RMCB 1048,Cerner,SB,Eligibility,5/14/2026,11,11
RMCB 1048,Cerner,SB,Eligibility,5/18/2026,16,16
RMCB 1048,Cerner,SB,Eligibility,5/19/2026,9,9
RMCB 1048,Cerner,SB,Eligibility,5/20/2026,4,4
RMCB 1048,Cerner,SB,Eligibility,5/21/2026,5,5
RMCB 1048,Cerner,SB,Eligibility,5/22/2026,2,2
RMCB 1048,Cerner,SB,Eligibility,5/26/2026,9,9
RMCB 1048,Cerner,SB,Eligibility,5/27/2026,4,4
RMCB 1048,Cerner,SB,Eligibility,5/28/2026,2,2
RMCB 1048,Cerner,SB,Eligibility,6/1/2026,8,8
RMCB 1048,Cerner,SB,Eligibility,6/2/2026,13,13
RMCB 1048,Cerner,SB,Eligibility,6/3/2026,3,3
RMCB 1048,Cerner,SB,Eligibility,6/4/2026,3,3
RMCB 1048,Cerner,SB,Eligibility,6/8/2026,16,16
RMCB 1048,Cerner,SB,Eligibility,6/10/2026,11,11
RMCB 1048,Cerner,SB,Eligibility,6/11/2026,22,22
RMCB 1048,Cerner,SB,Eligibility,6/12/2026,4,4
RMCB 1048,Cerner,SB,Failed Edits,4/1/2026,100,100
RMCB 1048,Cerner,SB,Failed Edits,4/3/2026,74,74
RMCB 1048,Cerner,SB,Failed Edits,4/6/2026,73,73
RMCB 1048,Cerner,SB,Failed Edits,4/8/2026,75,75
RMCB 1048,Cerner,SB,Failed Edits,4/9/2026,170,170
RMCB 1048,Cerner,SB,Failed Edits,4/10/2026,193,193
RMCB 1048,Cerner,SB,Failed Edits,4/13/2026,182,182
RMCB 1048,Cerner,SB,Failed Edits,4/14/2026,88,88
RMCB 1048,Cerner,SB,Failed Edits,4/15/2026,30,30
RMCB 1048,Cerner,SB,Failed Edits,4/16/2026,85,85
RMCB 1048,Cerner,SB,Failed Edits,4/17/2026,44,44
RMCB 1048,Cerner,SB,Failed Edits,4/20/2026,39,39
RMCB 1048,Cerner,SB,Failed Edits,4/21/2026,48,48
RMCB 1048,Cerner,SB,Failed Edits,4/22/2026,60,60
RMCB 1048,Cerner,SB,Failed Edits,4/24/2026,42,42
RMCB 1048,Cerner,SB,Failed Edits,4/25/2026,23,23
RMCB 1048,Cerner,SB,Failed Edits,4/27/2026,39,39
RMCB 1048,Cerner,SB,Failed Edits,4/28/2026,55,55
RMCB 1048,Cerner,SB,Failed Edits,5/4/2026,42,42
RMCB 1048,Cerner,SB,Failed Edits,5/5/2026,36,36
RMCB 1048,Cerner,SB,Failed Edits,5/11/2026,33,33
RMCB 1048,Cerner,SB,Failed Edits,5/12/2026,13,13
RMCB 1048,Cerner,SB,Failed Edits,5/19/2026,13,13
RMCB 1048,Cerner,SB,Failed Edits,5/22/2026,14,14
RMCB 1048,Cerner,SB,Failed Edits,5/27/2026,29,29
RMCB 1048,Cerner,SB,Failed Edits,5/28/2026,40,40
RMCB 1048,Cerner,SB,Failed Edits,5/30/2026,40,40
RMCB 1048,Cerner,SB,Failed Edits,6/1/2026,7,7
RMCB 1048,Cerner,SB,Failed Edits,6/3/2026,5,5
RMCB 1048,Cerner,SB,Failed Edits,6/4/2026,36,36
RMCB 1048,Cerner,SB,Failed Edits,6/5/2026,30,30
RMCB 1048,Cerner,SB,IDAM PtCall Review,4/8/2026,10,10
RMCB 1048,Cerner,SB,IDAM PtCall Review,4/9/2026,23,23
RMCB 1048,Cerner,SB,IDAM PtCall Review,4/10/2026,12,12
RMCB 1048,Cerner,SB,IDAM PtCall Review,4/28/2026,6,6
RMCB 1048,Cerner,SB,IDAM PtCall Review,5/6/2026,28,28
RMCB 1048,Cerner,SB,IDAM PtCall Review,5/7/2026,33,33
RMCB 1048,Cerner,SB,IDAM PtCall Review,5/8/2026,13,13
RMCB 1048,Cerner,SB,IDAM PtCall Review,5/11/2026,6,6
RMCB 1048,Cerner,SB,IDAM PtCall Review,5/14/2026,14,14
RMCB 1048,Cerner,SB,IDAM PtCall Review,5/19/2026,17,17
RMCB 1048,Cerner,SB,IDAM PtCall Review,5/20/2026,7,7
RMCB 1048,Cerner,SB,IDAM PtCall Review,5/21/2026,1,1
RMCB 1048,Cerner,SB,IDAM PtCall Review,5/22/2026,7,7
RMCB 1048,Cerner,SB,IDAM PtCall Review,6/1/2026,17,17
RMCB 1048,Cerner,SB,IDAM PtCall Review,6/2/2026,3,3
RMCB 1048,Cerner,SB,IDAM PtCall Review,6/3/2026,10,10
RMCB 1048,Cerner,SB,IDAM PtCall Review,6/12/2026,2,2
RMCB 1048,Cerner,SB,Misc,4/1/2026,64,64
RMCB 1048,Cerner,SB,Misc,4/2/2026,12,12
RMCB 1048,Cerner,SB,Misc,4/2/2026,56,56
RMCB 1048,Cerner,SB,Misc,4/8/2026,23,23
RMCB 1048,Cerner,SB,Misc,4/20/2026,8,8
RMCB 1048,Cerner,SB,Misc,4/28/2026,27,27
RMCB 1048,Cerner,SB,Misc,5/4/2026,11,11
RMCB 1048,Cerner,SB,Misc,5/6/2026,31,31
RMCB 1048,Cerner,SB,Misc,5/7/2026,8,8
RMCB 1048,Cerner,SB,Misc,5/8/2026,35,35
RMCB 1048,Cerner,SB,Misc,5/15/2026,16,16
RMCB 1048,Cerner,SB,Misc,5/20/2026,34,34
RMCB 1048,Cerner,SB,Misc,5/21/2026,34,34
RMCB 1048,Cerner,SB,Misc,5/22/2026,14,14
RMCB 1048,Cerner,SB,Misc,5/26/2026,12,12
RMCB 1048,Cerner,SB,Misc,5/27/2026,8,8
RMCB 1048,Cerner,SB,Misc,6/3/2026,21,21
RMCB 1048,Cerner,SB,Misc,6/12/2026,0,0
RMCB 1048,Cerner,SB,Rejection,5/18/2026,4,4
RMCB 1048,Cerner,SB,Selfpay Adjustment Taken,4/9/2026,5,5
RMCB 1055,Cerner,SB,Charge Entry,4/1/2026,100,0
RMCB 1055,Cerner,SB,Charge Entry,4/2/2026,20,20
RMCB 1055,Cerner,SB,Charge Entry,4/6/2026,100,90
RMCB 1055,Cerner,SB,Charge Entry,4/7/2026,100,100
RMCB 1055,Cerner,SB,Charge Entry,4/28/2026,100,123
RMCB 1055,Cerner,SB,Charge Entry,4/29/2026,100,107
RMCB 1055,Cerner,SB,Charge Entry,4/30/2026,100,61
RMCB 1055,Cerner,SB,Charge Entry,6/2/2026,66,66
RMCB 1055,Cerner,SB,Charge Entry,6/8/2026,100,124
RMCB 1055,Cerner,SB,Charge Entry,6/9/2026,100,138
RMCB 1055,Cerner,SB,Charge Entry,6/10/2026,100,140
RMCB 1055,Cerner,SB,Charge Entry,6/11/2026,100,0
RMCB 1055,Cerner,SB,Charge Entry,6/12/2026,100,110
RMCB 1055,Cerner,SB,Demo,4/2/2026,10,10
RMCB 1055,Cerner,SB,Eligibility,4/3/2026,100,54
RMCB 1055,Cerner,SB,Eligibility,4/8/2026,50,41
RMCB 1055,Cerner,SB,Eligibility,4/10/2026,80,40
RMCB 1055,Cerner,SB,Eligibility,4/14/2026,50,50
RMCB 1055,Cerner,SB,Eligibility,4/15/2026,150,130
RMCB 1055,Cerner,SB,Eligibility,4/16/2026,150,110
RMCB 1055,Cerner,SB,Eligibility,4/17/2026,150,90
RMCB 1055,Cerner,SB,Eligibility,4/20/2026,150,111
RMCB 1055,Cerner,SB,Eligibility,4/21/2026,150,109
RMCB 1055,Cerner,SB,Eligibility,4/22/2026,150,86
RMCB 1055,Cerner,SB,Eligibility,4/23/2026,150,100
RMCB 1055,Cerner,SB,Eligibility,4/24/2026,150,95
RMCB 1055,Cerner,SB,Eligibility,4/27/2026,150,100
RMCB 1055,Cerner,SB,Eligibility,4/30/2026,90,90
RMCB 1055,Cerner,SB,Eligibility,5/1/2026,80,80
RMCB 1055,Cerner,SB,Eligibility,5/4/2026,150,88
RMCB 1055,Cerner,SB,Eligibility,5/5/2026,100,61
RMCB 1055,Cerner,SB,Eligibility,5/6/2026,100,40
RMCB 1055,Cerner,SB,Eligibility,5/7/2026,100,30
RMCB 1055,Cerner,SB,Eligibility,5/8/2026,100,43
RMCB 1055,Cerner,SB,Eligibility,5/11/2026,100,70
RMCB 1055,Cerner,SB,Eligibility,5/12/2026,100,80
RMCB 1055,Cerner,SB,Eligibility,5/13/2026,100,96
RMCB 1055,Cerner,SB,Eligibility,5/15/2026,100,96
RMCB 1055,Cerner,SB,Eligibility,5/18/2026,120,93
RMCB 1055,Cerner,SB,Eligibility,5/19/2026,130,110
RMCB 1055,Cerner,SB,Eligibility,5/20/2026,120,80
RMCB 1055,Cerner,SB,Eligibility,5/22/2026,100,62
RMCB 1055,Cerner,SB,Eligibility,6/4/2026,27,27
RMCB 1055,Cerner,SB,Eligibility,6/5/2026,30,30
RMCB 1055,Cerner,SB,Failed Edits,5/27/2026,200,216
RMCB 1055,Cerner,SB,Failed Edits,5/28/2026,200,200
RMCB 1055,Cerner,SB,Failed Edits,5/29/2026,200,200
RMCB 1055,Cerner,SB,Failed Edits,6/1/2026,200,270
RMCB 1055,Cerner,SB,Failed Edits,6/2/2026,120,120
